TransactionID,Date,Product_Name,Category,Supplier,Units_Ordered,Units_Received,Units_Sold,Stock_On_Hand,Lead_Time_Days,Stockout_Flag,Region
SCL01130,04/12/2024,Ketepa Tea 100bags,Tea,Twiga Foods,197,173,37,203,7,No,Eastleigh
SCL01131,25/02/2024,Potatoes 2kg,Produce,Twiga Foods,211,210,109,155,4,No,Mombasa Road
SCL01132,13/05/2024,Eggs Tray 30,Eggs,Twiga Foods,463,425,255,174,9,No,Ngong Road
SCL01133,12/10/2024,Rice 2kg,Grain,Pembe Flour,405,383,157,291,8,No,Kiambu
SCL01134,12/06/2023,Omo 1kg,Detergent,KWAL,158,154,124,44,11,No,Mombasa Road
SCL01135,26/12/2024,Tomatoes 1kg,Produce,KWAL,450,424,143,319,3,No,Kiambu
SCL01136,22/06/2023,Ketepa Tea 100bags,Tea,Brookside Dairy,427,416,398,35,21,No,Eastleigh
SCL01137,10/07/2023,Chicken 1kg,Meat,Unga Group,394,382,171,309,21,No,Mombasa Road
SCL01138,27/09/2023,Rice 2kg,Grain,Unga Group,366,329,85,327,17,No,Mombasa Road
SCL01139,27/07/2023,Chicken 1kg,Meat,Bakeries Ltd,441,430,275,202,2,No,Karen
SCL01140,11/02/2023,Sugar 2kg,Grocery,Chandaria Industries,185,170,104,149,3,No,Mombasa Road
SCL01141,28/08/2023,Bread 400g,Bakery,Brookside Dairy,293,289,138,222,15,No,Thika Road
SCL01142,16/12/2024,Sugar 2kg,Grocery,Bidco Africa,84,77,72,86,21,No,Westlands
SCL01143,02/01/2023,Tomatoes 1kg,Produce,KFC Supply,262,238,220,88,2,No,Thika Road
SCL01144,08/02/2024,Indomie Noodles,Noodles,Brookside Dairy,90,83,61,48,11,No,Mombasa Road
SCL01145,19/07/2023,Unga Jogoo 2kg,Flour,Bakeries Ltd,432,392,116,307,9,No,Thika Road
SCL01146,07/03/2023,Indomie Noodles,Noodles,Bidco Africa,150,146,91,144,3,No,Thika Road
SCL01147,22/05/2023,Pampers Size 4,Baby,Twiga Foods,132,117,39,160,3,No,Kiambu
SCL01148,06/04/2024,Rice 2kg,Grain,KFC Supply,135,117,111,31,18,No,Kiambu
SCL01149,12/03/2024,Ketepa Tea 100bags,Tea,Unga Group,162,161,90,162,8,No,Kiambu
SCL01150,22/12/2024,Brookside Milk 500ml,Dairy,Export Trading Group,153,144,58,116,20,No,Karen
SCL01151,20/05/2024,Brookside Milk 500ml,Dairy,Brookside Dairy,314,291,81,258,10,No,Eastleigh
SCL01152,30/05/2024,Unga Jogoo 2kg,Flour,Pembe Flour,172,149,132,69,20,No,Kiambu
SCL01153,12/05/2024,Bread 400g,Bakery,Unga Group,103,101,50,55,2,No,Eastleigh
SCL01154,05/06/2024,Chicken 1kg,Meat,KFC Supply,117,101,94,16,10,Yes,Ngong Road
SCL01155,22/08/2023,Colgate 100g,Personal Care,KWAL,354,332,149,277,18,No,Kiambu
SCL01156,06/10/2024,Ketepa Tea 100bags,Tea,KFC Supply,196,179,159,59,2,No,Karen
SCL01157,07/12/2024,Unga Jogoo 2kg,Flour,Chandaria Industries,111,110,71,76,8,No,Eastleigh
SCL01158,15/03/2023,Brookside Milk 500ml,Dairy,Twiga Foods,439,383,253,169,4,No,Westlands
SCL01159,21/12/2024,Sugar 2kg,Grocery,Pembe Flour,193,178,102,137,13,No,Kiambu
SCL01160,22/08/2024,Potatoes 2kg,Produce,KWAL,422,361,91,361,11,No,Westlands
SCL01161,21/02/2024,Sugar 2kg,Grocery,Bidco Africa,288,254,105,158,5,No,Kiambu
SCL01162,28/01/2024,Eggs Tray 30,Eggs,Chandaria Industries,309,264,203,90,14,No,Kiambu
SCL01163,27/09/2024,Pampers Size 4,Baby,Bidco Africa,107,91,90,14,6,Yes,Eastleigh
SCL01164,26/05/2024,Cooking Oil 2L,Oil,Export Trading Group,118,117,74,53,17,No,Kiambu
SCL01165,03/11/2023,Ketepa Tea 100bags,Tea,KWAL,102,94,31,69,19,No,Ngong Road
SCL01166,06/10/2024,Brookside Milk 500ml,Dairy,Brookside Dairy,210,203,92,113,15,No,Mombasa Road
SCL01167,16/11/2024,Colgate 100g,Personal Care,Brookside Dairy,228,206,125,86,5,No,Karen
SCL01168,27/12/2024,Chicken 1kg,Meat,Export Trading Group,205,196,109,93,10,No,Karen
SCL01169,23/05/2024,Chicken 1kg,Meat,Chandaria Industries,83,79,59,106,8,No,Karen
SCL01170,08/05/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,109,95,71,81,19,No,Karen
SCL01171,05/04/2024,Indomie Noodles,Noodles,Bidco Africa,180,153,128,106,14,No,Westlands
SCL01172,01/05/2024,Unga Jogoo 2kg,Flour,Pembe Flour,183,163,42,196,21,No,Eastleigh
SCL01173,26/07/2023,Potatoes 2kg,Produce,KWAL,72,70,69,20,6,Yes,Westlands
SCL01174,14/04/2024,Pampers Size 4,Baby,Brookside Dairy,367,333,282,108,20,No,Karen
SCL01175,10/06/2023,Unga Jogoo 2kg,Flour,Unga Group,272,267,195,164,10,No,Karen
SCL01176,02/06/2024,Brookside Milk 500ml,Dairy,Bidco Africa,363,318,168,241,15,No,Westlands
SCL01177,21/08/2023,Brookside Milk 500ml,Dairy,Unga Group,498,444,278,205,19,No,Kiambu
SCL01178,04/11/2024,Indomie Noodles,Noodles,KFC Supply,138,132,49,92,7,No,Ngong Road
SCL01179,21/04/2024,Sugar 2kg,Grocery,Chandaria Industries,344,340,210,186,21,No,Westlands
SCL01180,01/03/2023,Brookside Milk 500ml,Dairy,Brookside Dairy,95,88,81,10,20,Yes,Kiambu
SCL01181,09/12/2024,Rice 2kg,Grain,Bidco Africa,238,222,162,126,5,No,Ngong Road
SCL01182,06/11/2023,Potatoes 2kg,Produce,KFC Supply,119,104,72,33,18,No,Kiambu
SCL01183,19/03/2024,Chicken 1kg,Meat,Unga Group,243,227,129,171,3,No,Kiambu
SCL01184,05/11/2023,Pampers Size 4,Baby,Brookside Dairy,201,198,177,61,16,No,Ngong Road
SCL01185,22/04/2023,Rice 2kg,Grain,KWAL,277,277,89,270,3,No,Mombasa Road
SCL01186,13/12/2024,Potatoes 2kg,Produce,Brookside Dairy,169,156,107,139,8,No,Westlands
SCL01187,28/12/2023,Tomatoes 1kg,Produce,Chandaria Industries,133,130,91,76,9,No,Karen
SCL01188,19/08/2023,Sugar 2kg,Grocery,Unga Group,318,313,250,146,2,No,Karen
SCL01189,06/05/2024,Rice 2kg,Grain,Brookside Dairy,356,315,71,307,3,No,Kiambu
SCL01190,17/04/2023,Rice 2kg,Grain,KFC Supply,415,361,241,202,8,No,Eastleigh
SCL01191,20/05/2023,Pampers Size 4,Baby,Unga Group,270,253,214,73,7,No,Mombasa Road
SCL01192,09/08/2023,Colgate 100g,Personal Care,Bakeries Ltd,97,90,72,96,19,No,Kiambu
SCL01193,27/11/2023,Indomie Noodles,Noodles,Bakeries Ltd,99,86,43,95,21,No,Ngong Road
SCL01194,20/06/2023,Colgate 100g,Personal Care,Bakeries Ltd,470,420,102,401,11,No,Karen
SCL01195,08/12/2023,Indomie Noodles,Noodles,Chandaria Industries,305,275,175,105,6,No,Mombasa Road
SCL01196,07/10/2024,Potatoes 2kg,Produce,Twiga Foods,329,280,170,152,15,No,Mombasa Road
SCL01197,30/10/2023,Indomie Noodles,Noodles,Pembe Flour,469,459,125,398,11,No,Eastleigh
SCL01198,25/02/2024,Ketepa Tea 100bags,Tea,Bakeries Ltd,483,452,335,149,7,No,Thika Road
SCL01199,25/01/2024,Indomie Noodles,Noodles,Bakeries Ltd,393,347,90,298,2,No,Mombasa Road
SCL01200,09/08/2024,Indomie Noodles,Noodles,Export Trading Group,80,73,58,50,5,No,Kiambu
SCL01201,13/09/2023,Rice 2kg,Grain,KWAL,330,293,169,126,15,No,Ngong Road
SCL01202,07/07/2024,Pampers Size 4,Baby,Brookside Dairy,73,73,37,111,21,No,Karen
SCL01203,07/10/2024,Sugar 2kg,Grocery,Bakeries Ltd,154,152,139,20,14,Yes,Mombasa Road
SCL01204,17/07/2024,Tomatoes 1kg,Produce,KWAL,107,101,52,147,15,No,Mombasa Road
SCL01205,03/12/2024,Bread 400g,Bakery,Bidco Africa,245,221,200,95,6,No,Karen
SCL01206,20/10/2024,Brookside Milk 500ml,Dairy,Twiga Foods,200,198,132,109,18,No,Ngong Road
SCL01207,27/04/2023,Rice 2kg,Grain,Bidco Africa,445,436,79,398,6,No,Westlands
SCL01208,16/10/2024,Rice 2kg,Grain,Bidco Africa,289,268,264,26,20,Yes,Kiambu
SCL01209,15/11/2023,Unga Jogoo 2kg,Flour,KWAL,151,150,65,180,15,No,Westlands
SCL01210,15/04/2024,Eggs Tray 30,Eggs,Brookside Dairy,400,346,81,311,10,No,Thika Road
SCL01211,03/02/2024,Tomatoes 1kg,Produce,KFC Supply,300,295,112,205,9,No,Eastleigh
SCL01212,27/02/2024,Cooking Oil 2L,Oil,Pembe Flour,337,298,185,202,3,No,Karen
SCL01213,04/06/2023,Eggs Tray 30,Eggs,Pembe Flour,281,243,148,100,13,No,Eastleigh
SCL01214,22/06/2023,Potatoes 2kg,Produce,Bakeries Ltd,134,122,119,12,7,Yes,Thika Road
SCL01215,25/07/2024,Rice 2kg,Grain,Export Trading Group,107,104,49,96,5,No,Eastleigh
SCL01216,29/04/2023,Cooking Oil 2L,Oil,Unga Group,390,384,125,326,21,No,Eastleigh
SCL01217,04/05/2024,Chicken 1kg,Meat,Bakeries Ltd,418,408,222,283,17,No,Kiambu
SCL01218,11/07/2023,Bread 400g,Bakery,KWAL,253,234,234,42,6,No,Ngong Road
SCL01219,06/09/2024,Tomatoes 1kg,Produce,Twiga Foods,220,209,77,205,8,No,Eastleigh
SCL01220,02/12/2023,Bread 400g,Bakery,Chandaria Industries,394,387,95,388,2,No,Thika Road
SCL01221,14/10/2024,Colgate 100g,Personal Care,Twiga Foods,285,252,74,262,5,No,Mombasa Road
SCL01222,16/06/2023,Potatoes 2kg,Produce,Bakeries Ltd,380,356,290,102,19,No,Ngong Road
SCL01223,11/08/2023,Cooking Oil 2L,Oil,Pembe Flour,440,439,130,389,17,No,Kiambu
SCL01224,11/04/2024,Ketepa Tea 100bags,Tea,Unga Group,122,112,105,106,17,No,Kiambu
SCL01225,11/07/2023,Eggs Tray 30,Eggs,Bakeries Ltd,343,339,316,58,21,No,Kiambu
SCL01226,15/01/2024,Pampers Size 4,Baby,Twiga Foods,129,113,76,85,15,No,Thika Road
SCL01227,20/03/2023,Tomatoes 1kg,Produce,Bakeries Ltd,271,257,171,176,7,No,Mombasa Road
SCL01228,02/11/2024,Pampers Size 4,Baby,Export Trading Group,273,265,175,190,8,No,Kiambu
SCL01229,05/08/2024,Sugar 2kg,Grocery,Bakeries Ltd,439,416,302,200,17,No,Thika Road
SCL01230,06/08/2023,Unga Jogoo 2kg,Flour,Pembe Flour,455,423,264,188,21,No,Karen
SCL01231,17/03/2024,Indomie Noodles,Noodles,Pembe Flour,218,193,68,161,14,No,Ngong Road
SCL01232,05/07/2024,Potatoes 2kg,Produce,Brookside Dairy,394,380,230,184,4,No,Eastleigh
SCL01233,02/07/2024,Bread 400g,Bakery,KWAL,59,57,49,23,16,Yes,Karen
SCL01234,07/04/2023,Brookside Milk 500ml,Dairy,Brookside Dairy,349,302,191,118,3,No,Westlands
SCL01235,29/01/2024,Chicken 1kg,Meat,Brookside Dairy,264,227,141,115,5,No,Karen
SCL01236,24/04/2023,Colgate 100g,Personal Care,Unga Group,103,96,92,79,13,No,Westlands
SCL01237,28/08/2023,Pampers Size 4,Baby,Chandaria Industries,465,434,292,191,13,No,Westlands
SCL01238,04/12/2023,Rice 2kg,Grain,Bidco Africa,355,306,212,181,4,No,Westlands
SCL01239,13/11/2023,Rice 2kg,Grain,KFC Supply,414,358,101,326,6,No,Westlands
SCL01240,31/05/2023,Potatoes 2kg,Produce,Export Trading Group,301,279,243,38,19,No,Ngong Road
SCL01241,09/04/2023,Potatoes 2kg,Produce,Unga Group,253,225,177,86,21,No,Kiambu
SCL01242,02/07/2023,Eggs Tray 30,Eggs,KFC Supply,114,103,50,78,2,No,Thika Road
SCL01243,03/02/2024,Sugar 2kg,Grocery,Pembe Flour,325,316,232,84,7,No,Thika Road
SCL01244,31/03/2023,Brookside Milk 500ml,Dairy,Pembe Flour,192,171,97,160,12,No,Karen
SCL01245,22/06/2023,Pampers Size 4,Baby,KWAL,117,112,64,83,18,No,Mombasa Road
SCL01246,19/12/2023,Cooking Oil 2L,Oil,KWAL,488,449,288,198,10,No,Eastleigh
SCL01247,19/11/2023,Indomie Noodles,Noodles,KWAL,391,345,43,316,16,No,Mombasa Road
SCL01248,09/12/2024,Rice 2kg,Grain,Bidco Africa,258,223,157,160,14,No,Eastleigh
SCL01249,19/05/2024,Tomatoes 1kg,Produce,Twiga Foods,402,380,303,92,17,No,Eastleigh
SCL01250,21/03/2023,Pampers Size 4,Baby,Export Trading Group,469,452,160,351,2,No,Mombasa Road
SCL01251,12/02/2023,Omo 1kg,Detergent,Export Trading Group,486,438,55,468,8,No,Eastleigh
SCL01252,28/02/2023,Brookside Milk 500ml,Dairy,Chandaria Industries,70,60,40,93,5,No,Mombasa Road
SCL01253,22/10/2023,Colgate 100g,Personal Care,Export Trading Group,358,324,224,183,15,No,Karen
SCL01254,02/05/2023,Tomatoes 1kg,Produce,Chandaria Industries,116,112,110,83,4,No,Ngong Road
SCL01255,26/06/2024,Pampers Size 4,Baby,KFC Supply,498,434,376,135,7,No,Karen
SCL01256,11/02/2023,Potatoes 2kg,Produce,Brookside Dairy,179,156,146,29,2,Yes,Ngong Road
SCL01257,19/03/2023,Sugar 2kg,Grocery,Bakeries Ltd,155,144,71,146,8,No,Westlands
SCL01258,31/05/2023,Chicken 1kg,Meat,Export Trading Group,278,237,209,118,5,No,Ngong Road
SCL01259,13/05/2023,Omo 1kg,Detergent,Unga Group,279,265,145,183,2,No,Westlands
SCL01260,14/03/2023,Colgate 100g,Personal Care,Pembe Flour,112,104,53,140,16,No,Mombasa Road
SCL01261,14/01/2023,Potatoes 2kg,Produce,Unga Group,317,315,157,253,4,No,Ngong Road
SCL01262,08/11/2024,Colgate 100g,Personal Care,KWAL,406,366,286,106,10,No,Eastleigh
SCL01263,28/06/2024,Eggs Tray 30,Eggs,Chandaria Industries,110,107,70,37,20,No,Mombasa Road
SCL01264,06/04/2023,Eggs Tray 30,Eggs,KFC Supply,222,194,189,88,6,No,Ngong Road
SCL01265,16/08/2024,Eggs Tray 30,Eggs,Twiga Foods,430,416,301,131,10,No,Karen
SCL01266,26/02/2024,Bread 400g,Bakery,KWAL,431,400,109,352,14,No,Ngong Road
SCL01267,16/06/2023,Indomie Noodles,Noodles,Bakeries Ltd,125,121,84,136,20,No,Ngong Road
SCL01268,25/01/2024,Eggs Tray 30,Eggs,Brookside Dairy,434,393,176,251,19,No,Thika Road
SCL01269,10/02/2023,Bread 400g,Bakery,Unga Group,67,65,34,97,3,No,Westlands
SCL01270,12/10/2024,Indomie Noodles,Noodles,Export Trading Group,190,166,87,169,14,No,Mombasa Road
SCL01271,02/05/2023,Tomatoes 1kg,Produce,Chandaria Industries,481,409,266,195,19,No,Thika Road
SCL01272,10/07/2024,Potatoes 2kg,Produce,Bakeries Ltd,268,254,55,231,12,No,Westlands
SCL01273,16/08/2024,Colgate 100g,Personal Care,Brookside Dairy,310,308,195,170,21,No,Karen
SCL01274,14/04/2023,Ketepa Tea 100bags,Tea,Twiga Foods,310,268,165,147,10,No,Westlands
SCL01275,02/05/2023,Tomatoes 1kg,Produce,Brookside Dairy,418,413,267,243,4,No,Eastleigh
SCL01276,23/05/2023,Brookside Milk 500ml,Dairy,Brookside Dairy,293,259,37,241,16,No,Eastleigh
SCL01277,20/05/2024,Cooking Oil 2L,Oil,Pembe Flour,315,312,58,290,21,No,Westlands
SCL01278,20/12/2024,Indomie Noodles,Noodles,KFC Supply,360,342,262,141,18,No,Mombasa Road
SCL01279,30/07/2024,Bread 400g,Bakery,Twiga Foods,301,271,235,97,3,No,Thika Road
SCL01280,13/10/2023,Brookside Milk 500ml,Dairy,Export Trading Group,416,401,210,219,2,No,Mombasa Road
SCL01281,18/04/2023,Indomie Noodles,Noodles,Pembe Flour,293,289,278,90,4,No,Westlands
SCL01282,08/12/2023,Ketepa Tea 100bags,Tea,Export Trading Group,335,323,164,173,9,No,Eastleigh
SCL01283,09/07/2023,Rice 2kg,Grain,Unga Group,212,192,107,165,9,No,Westlands
SCL01284,22/02/2023,Brookside Milk 500ml,Dairy,KFC Supply,266,257,208,132,11,No,Kiambu
SCL01285,20/05/2023,Omo 1kg,Detergent,Twiga Foods,334,291,193,128,5,No,Eastleigh
SCL01286,20/12/2024,Indomie Noodles,Noodles,Unga Group,154,138,135,22,17,Yes,Ngong Road
SCL01287,12/06/2024,Sugar 2kg,Grocery,Brookside Dairy,429,391,318,136,13,No,Westlands
SCL01288,10/08/2023,Cooking Oil 2L,Oil,KFC Supply,476,413,112,301,20,No,Kiambu
SCL01289,08/04/2024,Potatoes 2kg,Produce,Bidco Africa,449,437,396,83,16,No,Eastleigh
SCL01290,21/07/2024,Bread 400g,Bakery,Export Trading Group,132,115,113,31,9,No,Kiambu
SCL01291,10/09/2024,Rice 2kg,Grain,Chandaria Industries,104,92,31,158,12,No,Karen
SCL01292,05/02/2024,Rice 2kg,Grain,KFC Supply,337,312,248,117,9,No,Eastleigh
SCL01293,05/06/2023,Pampers Size 4,Baby,KWAL,287,269,90,207,14,No,Kiambu
SCL01294,10/08/2023,Ketepa Tea 100bags,Tea,Bakeries Ltd,64,64,58,7,9,Yes,Thika Road
SCL01295,14/03/2024,Potatoes 2kg,Produce,Bidco Africa,440,410,31,465,8,No,Thika Road
SCL01296,09/01/2023,Eggs Tray 30,Eggs,Export Trading Group,444,417,200,233,17,No,Eastleigh
SCL01297,07/06/2024,Colgate 100g,Personal Care,Brookside Dairy,385,369,38,420,8,No,Ngong Road
SCL01298,01/06/2024,Tomatoes 1kg,Produce,Brookside Dairy,435,374,365,38,21,No,Ngong Road
SCL01299,22/11/2023,Potatoes 2kg,Produce,Chandaria Industries,241,213,198,79,20,No,Eastleigh
SCL01300,09/08/2024,Cooking Oil 2L,Oil,Chandaria Industries,317,272,224,64,7,No,Westlands
SCL01301,10/05/2024,Omo 1kg,Detergent,Export Trading Group,469,411,342,70,6,No,Thika Road
SCL01302,19/06/2024,Chicken 1kg,Meat,Chandaria Industries,313,267,130,140,15,No,Westlands
SCL01303,26/06/2024,Unga Jogoo 2kg,Flour,Twiga Foods,193,177,86,170,16,No,Westlands
SCL01304,13/05/2024,Indomie Noodles,Noodles,Bidco Africa,394,393,328,99,19,No,Thika Road
SCL01305,21/09/2023,Ketepa Tea 100bags,Tea,Twiga Foods,482,477,255,297,17,No,Mombasa Road
SCL01306,10/06/2024,Bread 400g,Bakery,Pembe Flour,349,330,61,333,10,No,Karen
SCL01307,20/09/2024,Sugar 2kg,Grocery,Brookside Dairy,336,332,253,124,10,No,Karen
SCL01308,28/02/2024,Eggs Tray 30,Eggs,Twiga Foods,401,393,244,227,3,No,Kiambu
SCL01309,15/02/2024,Brookside Milk 500ml,Dairy,KWAL,191,179,112,85,15,No,Thika Road
SCL01310,21/03/2023,Brookside Milk 500ml,Dairy,Bakeries Ltd,412,374,353,21,8,Yes,Thika Road
SCL01311,05/08/2024,Unga Jogoo 2kg,Flour,Chandaria Industries,460,415,201,300,6,No,Westlands
SCL01312,30/03/2024,Sugar 2kg,Grocery,Bakeries Ltd,212,185,129,136,15,No,Eastleigh
SCL01313,18/11/2024,Sugar 2kg,Grocery,Export Trading Group,185,163,100,63,7,No,Karen
SCL01314,17/09/2024,Indomie Noodles,Noodles,Export Trading Group,143,126,99,101,17,No,Eastleigh
SCL01315,06/06/2023,Bread 400g,Bakery,Twiga Foods,260,246,216,95,9,No,Karen
SCL01316,14/09/2024,Cooking Oil 2L,Oil,Unga Group,216,194,77,133,13,No,Eastleigh
SCL01317,24/12/2024,Bread 400g,Bakery,Pembe Flour,392,382,282,112,16,No,Mombasa Road
SCL01318,08/03/2024,Ketepa Tea 100bags,Tea,Export Trading Group,331,289,178,146,21,No,Karen
SCL01319,23/05/2023,Colgate 100g,Personal Care,Twiga Foods,414,381,91,369,6,No,Westlands
SCL01320,23/02/2023,Bread 400g,Bakery,Chandaria Industries,111,96,37,83,12,No,Westlands
SCL01321,19/12/2023,Colgate 100g,Personal Care,Bakeries Ltd,396,345,135,282,4,No,Kiambu
SCL01322,21/05/2023,Potatoes 2kg,Produce,Unga Group,263,229,181,109,10,No,Ngong Road
SCL01323,11/08/2024,Unga Jogoo 2kg,Flour,Bakeries Ltd,180,156,130,107,4,No,Karen
SCL01324,05/02/2024,Potatoes 2kg,Produce,KWAL,142,122,64,116,2,No,Karen
SCL01325,04/12/2023,Sugar 2kg,Grocery,KWAL,425,373,117,311,16,No,Eastleigh
SCL01326,17/04/2023,Sugar 2kg,Grocery,Brookside Dairy,282,272,43,247,16,No,Ngong Road
SCL01327,20/05/2023,Cooking Oil 2L,Oil,Bakeries Ltd,103,88,82,93,18,No,Karen
SCL01328,11/04/2024,Tomatoes 1kg,Produce,KFC Supply,389,344,235,110,3,No,Ngong Road
SCL01329,08/10/2024,Rice 2kg,Grain,Unga Group,122,109,103,14,20,Yes,Mombasa Road
SCL01330,12/03/2023,Ketepa Tea 100bags,Tea,Brookside Dairy,426,403,370,75,10,No,Westlands
SCL01331,28/05/2024,Omo 1kg,Detergent,Chandaria Industries,410,405,327,94,9,No,Westlands
SCL01332,14/11/2023,Sugar 2kg,Grocery,Unga Group,356,319,98,319,11,No,Karen
SCL01333,11/10/2023,Pampers Size 4,Baby,Brookside Dairy,242,213,68,226,8,No,Thika Road
SCL01334,27/12/2023,Tomatoes 1kg,Produce,Chandaria Industries,348,339,171,208,11,No,Mombasa Road
SCL01335,24/08/2024,Potatoes 2kg,Produce,Pembe Flour,60,57,36,48,19,No,Karen
SCL01336,08/12/2023,Chicken 1kg,Meat,Chandaria Industries,231,231,203,121,18,No,Mombasa Road
SCL01337,08/04/2024,Chicken 1kg,Meat,Bidco Africa,260,254,133,138,20,No,Thika Road
SCL01338,03/10/2024,Eggs Tray 30,Eggs,Bakeries Ltd,320,285,122,181,14,No,Eastleigh
SCL01339,23/05/2024,Cooking Oil 2L,Oil,Brookside Dairy,429,416,361,108,21,No,Thika Road
SCL01340,26/10/2024,Omo 1kg,Detergent,Bidco Africa,97,92,71,110,3,No,Karen
SCL01341,27/04/2023,Unga Jogoo 2kg,Flour,Unga Group,462,411,194,265,5,No,Thika Road
SCL01342,03/02/2024,Chicken 1kg,Meat,Pembe Flour,200,180,34,149,12,No,Mombasa Road
SCL01343,28/09/2024,Unga Jogoo 2kg,Flour,KWAL,257,230,146,102,19,No,Westlands
SCL01344,19/10/2024,Unga Jogoo 2kg,Flour,Brookside Dairy,254,246,94,159,3,No,Eastleigh
SCL01345,18/08/2023,Bread 400g,Bakery,Bakeries Ltd,350,350,139,287,10,No,Mombasa Road
SCL01346,03/05/2023,Cooking Oil 2L,Oil,Brookside Dairy,485,472,196,331,11,No,Karen
SCL01347,11/01/2024,Bread 400g,Bakery,KFC Supply,400,376,95,332,19,No,Thika Road
SCL01348,14/06/2024,Omo 1kg,Detergent,Brookside Dairy,230,199,135,144,16,No,Thika Road
SCL01349,13/09/2023,Omo 1kg,Detergent,Twiga Foods,98,91,46,89,5,No,Westlands
SCL01350,06/11/2024,Sugar 2kg,Grocery,KWAL,323,313,132,255,13,No,Karen
SCL01351,12/04/2024,Pampers Size 4,Baby,KFC Supply,92,82,38,92,15,No,Mombasa Road
SCL01352,12/08/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,319,297,226,76,4,No,Karen
SCL01353,27/09/2023,Chicken 1kg,Meat,Twiga Foods,65,63,54,92,21,No,Ngong Road
SCL01354,23/02/2023,Cooking Oil 2L,Oil,Pembe Flour,166,157,97,89,5,No,Westlands
SCL01355,06/03/2024,Brookside Milk 500ml,Dairy,Bakeries Ltd,352,310,172,234,5,No,Westlands
SCL01356,25/05/2024,Cooking Oil 2L,Oil,KWAL,199,179,131,79,18,No,Eastleigh
SCL01357,22/07/2023,Sugar 2kg,Grocery,Brookside Dairy,168,152,78,93,2,No,Mombasa Road
SCL01358,28/04/2023,Bread 400g,Bakery,Bidco Africa,194,187,40,192,4,No,Ngong Road
SCL01359,14/06/2023,Pampers Size 4,Baby,Pembe Flour,383,371,287,147,3,No,Eastleigh
SCL01360,11/02/2023,Colgate 100g,Personal Care,Bakeries Ltd,277,270,255,32,8,No,Westlands
SCL01361,02/07/2024,Tomatoes 1kg,Produce,KWAL,160,150,92,129,4,No,Ngong Road
SCL01362,28/03/2024,Rice 2kg,Grain,Brookside Dairy,95,86,36,74,6,No,Karen
SCL01363,09/12/2024,Tomatoes 1kg,Produce,KFC Supply,288,261,63,250,6,No,Thika Road
SCL01364,16/09/2023,Pampers Size 4,Baby,Bakeries Ltd,65,60,44,77,17,No,Ngong Road
SCL01365,10/07/2024,Brookside Milk 500ml,Dairy,KFC Supply,312,309,49,276,6,No,Kiambu
SCL01366,05/07/2024,Tomatoes 1kg,Produce,Twiga Foods,223,217,124,113,6,No,Westlands
SCL01367,12/02/2024,Cooking Oil 2L,Oil,Export Trading Group,474,434,259,188,8,No,Karen
SCL01368,14/05/2023,Cooking Oil 2L,Oil,Bidco Africa,148,146,82,149,7,No,Eastleigh
SCL01369,19/05/2023,Pampers Size 4,Baby,KWAL,98,85,44,139,17,No,Karen
SCL01370,17/12/2024,Eggs Tray 30,Eggs,Twiga Foods,136,119,98,68,17,No,Thika Road
SCL01371,15/01/2023,Ketepa Tea 100bags,Tea,Unga Group,426,384,136,345,15,No,Karen
SCL01372,28/12/2024,Indomie Noodles,Noodles,Unga Group,173,161,87,78,20,No,Mombasa Road
SCL01373,11/10/2024,Brookside Milk 500ml,Dairy,Bidco Africa,122,107,65,97,18,No,Mombasa Road
SCL01374,17/11/2024,Ketepa Tea 100bags,Tea,Pembe Flour,289,274,118,199,4,No,Ngong Road
SCL01375,23/03/2024,Ketepa Tea 100bags,Tea,Chandaria Industries,66,65,45,77,4,No,Eastleigh
SCL01376,21/06/2024,Brookside Milk 500ml,Dairy,KFC Supply,386,365,324,45,5,No,Ngong Road
SCL01377,21/04/2024,Cooking Oil 2L,Oil,KFC Supply,138,122,50,129,8,No,Kiambu
SCL01378,05/10/2024,Colgate 100g,Personal Care,Twiga Foods,77,68,59,47,2,No,Karen
SCL01379,02/03/2023,Sugar 2kg,Grocery,KFC Supply,491,451,128,348,3,No,Ngong Road
SCL01380,25/10/2024,Indomie Noodles,Noodles,KFC Supply,391,333,244,106,15,No,Thika Road
SCL01381,13/03/2024,Indomie Noodles,Noodles,Pembe Flour,373,324,165,232,15,No,Thika Road
SCL01382,22/10/2024,Tomatoes 1kg,Produce,Bidco Africa,163,151,111,66,10,No,Westlands
SCL01383,16/07/2023,Potatoes 2kg,Produce,Bakeries Ltd,456,407,206,226,19,No,Mombasa Road
SCL01384,21/12/2023,Omo 1kg,Detergent,Bakeries Ltd,435,420,166,336,13,No,Karen
SCL01385,03/11/2024,Brookside Milk 500ml,Dairy,KFC Supply,265,228,150,110,6,No,Ngong Road
SCL01386,01/11/2024,Sugar 2kg,Grocery,Twiga Foods,392,348,312,51,2,No,Ngong Road
SCL01387,02/11/2023,Chicken 1kg,Meat,Bakeries Ltd,245,210,93,164,9,No,Eastleigh
SCL01388,07/07/2024,Eggs Tray 30,Eggs,Pembe Flour,212,212,49,213,21,No,Kiambu
SCL01389,13/12/2024,Indomie Noodles,Noodles,Pembe Flour,426,382,300,155,17,No,Kiambu
